courseID,courseTitle,URL,outcomeLearning,provider,technologySkill,rating,peopleRating,numStudent,duration,durationSecond,fee,feeVND,level,majobSubject,language
COURSE_040,"Complete 2020 Data Science & Machine Learning Bootcamp",https://www.udemy.com/course/python-data-science-machine-learning-bootcamp/,"You will learn how to program using Python through practical projects Use data science algorithms to analyse data in real life projects such as spam classification and image recognition Build a portfolio of data science projects to apply for jobs in the industry Understand how to use the latest tools in data science, including Tensorflow, Matplotlib, Numpy and many more Create your own neural networks and understand how to use them to perform deep learning Understand and apply data visualisation techniques to explore large datasets",Udemy,"Matplotlib, Numpy, Python, Tensorflow",4.6,39313,25663,41h 16m,148560,94.99,218686,"All Levels","Data Science",English
COURSE_041,"Data Science: Supervised Machine Learning in Python",https://www.udemy.com/course/data-science-supervised-machine-learning-in-python/,"Understand and implement K-Nearest Neighbors in Python Understand the limitations of KNN User KNN to solve several binary and multiclass classification problems Understand and implement Naive Bayes and General Bayes Classifiers in Python Understand the limitations of Bayes Classifiers Understand and implement a Decision Tree in Python Understand and implement the Perceptron in Python Understand the limitations of the Perceptron Understand hyperparameters and how to apply cross-validation Understand the concepts of feature extraction and feature selection Understand the pros and cons between classic machine learning methods and deep learning Use Sci-Kit Learn Implement a machine learning web service",Udemy,"KNN, Python",4.4,2590,17707,6h 13m,22380,29.99,69043,"Beginner Level","Data Science","English, Spanish"
COURSE_042,"Modern Deep Learning in Python",https://www.udemy.com/course/data-science-deep-learning-in-theano-tensorflow/,"Apply momentum to backpropagation to train neural networks Apply adaptive learning rate procedures like AdaGrad, RMSprop, and Adam to backpropagation to train neural networks Understand the basic building blocks of Theano Build a neural network in Theano Understand the basic building blocks of TensorFlow Build a neural network in TensorFlow Build a neural network that performs well on the MNIST dataset Understand the difference between full gradient descent, batch gradient descent, and stochastic gradient descent Understand and implement dropout regularization in Theano and TensorFlow Understand and implement batch normalization in Theano and Tensorflow Write a neural network using Keras Write a neural network using PyTorch Write a neural network using CNTK Write a neural network using MXNet",Udemy,"Tensorflow, PyTorch, Keras",4.5,31718,28182,11h 15m,40500,99.99,230197,"All Levels","Data Science","English, Italian, Polish, Portuguese, Spanish"
COURSE_043,"Machine Learning with Javascript",https://www.udemy.com/course/machine-learning-with-javascript/,"Assemble machine learning algorithms from scratch! Build interesting applications using Javascript and ML techniques Understand how ML works without relying on mysterious libraries Optimize your algorithms with advanced performance and memory usage profiling Use the low-level features of Tensorflow JS to supercharge your algorithms Grow a strong intuition of ML best practices",Udemy,"Tensorflow, Machine Learning, JavaScript",4.7,26971,23726,17h 40m,63600,94.99,218686,"Beginner Level","Data Science","English, Indonesian"
COURSE_044,"AWS Certified Machine Learning Specialty (MLS-C01)",https://www.udemy.com/course/aws-machine-learning-a-complete-guide-with-python/,"You will gain first-hand experience on how to train, optimize, deploy, and integrate ML in AWS cloud AWS Built-in algorithms, Bring Your Own, Ready-to-use AI capabilities Complete Guide to AWS Certified Machine Learning – Specialty (MLS-C01) Includes a high-quality Timed practice test (a lot of courses charge a separate fee for practice test)",Udemy,"Amazon Web Services (AWS), Machine Learning",4.7,26494,2012,17h 7m,61620,94.99,218686,"All Levels","Data Science","English, French"
COURSE_045,"R Programming For Absolute Beginners",https://www.udemy.com/course/r-programming-course-for-absolute-beginners/,"Work with vectors, matrices and lists Work with factors Manage data frames Write complex programming structures (loops and conditional statements) Build their own functions and binary operations Work with strings Create charts in base R",Udemy,R,4.6,153970,131243,9h 32m,34320,39.99,92065,"Beginner Level","Data Science",English
COURSE_046,"Deep Learning: GANs and Variational Autoencoders",https://www.udemy.com/course/deep-learning-gans-and-variational-autoencoders/,"Learn the basic principles of generative models Build a variational autoencoder in Theano and Tensorflow Build a GAN (Generative Adversarial Network) in Theano and Tensorflow",Udemy,Tensorflow,4.5,23927,14518,7h 43m,27780,29.99,69043,"Intermediate Level","Data Science","English, Portuguese"
COURSE_047,"Deep Learning with TensorFlow 2.0 [2021]",https://www.udemy.com/course/machine-learning-with-tensorflow-for-business-intelligence/,"Gain a Strong Understanding of TensorFlow - Google's Cutting-Edge Deep Learning Framework Build Deep Learning Algorithms from Scratch in Python Using NumPy and TensorFlow Set Yourself Apart with Hands-on Deep and Machine Learning Experience Grasp the Mathematics Behind Deep Learning Algorithms Understand Backpropagation, Stochastic Gradient Descent, Batching, Momentum, and Learning Rate Schedules Know the Ins and Outs of Underfitting, Overfitting, Training, Validation, Testing, Early Stopping, and Initialization Competently Carry Out Pre-Processing, Standardization, Normalization, and One-Hot Encoding",Udemy,"Deep Learning, Machine Learning, NumPy, Python, Scratch",4.7,19793,18529,5h 55m,21300,94.99,218686,"All Levels","Data Science","English, Italian, Polish, Portuguese, Spanish"
COURSE_048,"Introduction to Time Series Analysis and Forecasting in R",https://www.udemy.com/course/time-series-analysis-and-forecasting-in-r/,"use R to perform calculations with time and date based data create models for time series data use models for forecasting identify which models are suitable for a given dataset visualize time series data transform standard data into time series format clean and pre-process time series create ARIMA and exponential smoothing models know how to interpret given models identify the best time series libraries for a given problem compare the accuracy of different models",Udemy,R,4.4,12696,10663,8h 32m,30720,99.99,230197,"All Levels","Data Science",English
COURSE_049,"Data Science Career Guide - Interview Preparation",https://www.udemy.com/course/data-science-career-guide-interview-preparation/,"Create a great data science resume! Understand various positions and titles available in the data science ecosystem. Get practice with probability and statistics interview questions. Build an understanding of good experiment design. Get practice with SQL interview questions.",Udemy,SQL,4.5,19444,15512,4h 0m,14400,94.99,218686,"All Levels","Data Science","English, Indonesian, Italian, Polish, Romanian, Thai"
COURSE_050,"Machine Learning Practical: 6 Real-World Applications",https://www.udemy.com/course/machine-learning-practical/,"You will know how real data science project looks like You will be able to include these Case Studies in your resume You will be able better market yourself as a Machine Learning Practioneer You will feel confident during Data Science interview You will learn how to chain multiple ML algorithms together to achieve the goal You will learn most advanced Data Visualization techniques with Seaborn and Matplotlib You will learn Logistic Regression You will learn L1 Regularization (Lasso) You will learn Random Forest Classifier",Udemy,"Seaborn, Data Science, Matplotlib, Machine Learning",4.3,19089,16394,8h 37m,31020,94.99,218686,"Intermediate Level","Data Science",English
COURSE_051,"Careers in Data Science A-Z™",https://www.udemy.com/course/careers-in-data-science-a-ztm/,"The basic steps on how to become a Data Scientist How to take their Data Science career to the next level Hacks, tips & tricks for their Data Science career",Udemy,"Data Science",4.4,12389,10678,3h 35m,12900,94.99,218686,"Beginner Level","Data Science","English, Portuguese"
COURSE_052,"Intro to Data Science: Your Step-by-Step Guide To Starting",https://www.udemy.com/course/intro-to-data-science/,"The entire Data Science process Cloud concepts & application in Data Science Database concepts Statistics fundamentals as needed in Data Science Visualizations for data mining and presentation An overview on Statistical Learning The essentials of Machine Learning More advanced Python to apply to Data Science",Udemy,"Data Science, Machine Learning, Python",4.5,16477,10981,5h 14m,18840,94.99,218686,"Beginner Level","Data Science",English
